num_healthy_workers,num_in_flight_async_sample_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_agent_steps_sampled_this_iter,num_agent_steps_trained_this_iter,num_agent_steps_sampled_throughput_per_sec,num_agent_steps_trained_throughput_per_sec,timesteps_total,num_env_steps_sampled_lifetime,num_agent_steps_sampled_lifetime,num_steps_trained_this_iter,agent_timesteps_total,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,env_runners/episode_reward_max,env_runners/episode_reward_min,env_runners/episode_reward_mean,env_runners/episode_len_mean,env_runners/episodes_timesteps_total,env_runners/num_faulty_episodes,env_runners/num_episodes,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/episodes_this_iter,timers/training_iteration_time_ms,timers/restore_workers_time_ms,timers/training_step_time_ms,timers/sample_time_ms,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,env_runners/hist_stats/episode_reward,env_runners/hist_stats/episode_lengths,info/learner/shared_policy/num_agent_steps_trained,info/learner/shared_policy/num_grad_updates_lifetime,info/learner/shared_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/shared_policy/learner_stats/allreduce_latency,info/learner/shared_policy/learner_stats/grad_gnorm,info/learner/shared_policy/learner_stats/cur_kl_coeff,info/learner/shared_policy/learner_stats/cur_lr,info/learner/shared_policy/learner_stats/total_loss,info/learner/shared_policy/learner_stats/policy_loss,info/learner/shared_policy/learner_stats/vf_loss,info/learner/shared_policy/learner_stats/vf_explained_var,info/learner/shared_policy/learner_stats/kl,info/learner/shared_policy/learner_stats/entropy,info/learner/shared_policy/learner_stats/entropy_coeff
0,0,0,44000,44000,5500,5500,4000,4000,23.18576524724738,23.18576524724738,44000,44000,44000,4000,44000,False,11,default,2026-01-08_11-07-09,1767838029,172.5206446647644,1733.606061220169,48336,DESKTOP-CAER24R,127.0.0.1,1733.606061220169,11,5500,5500,44000,44000,-2325.6842560768127,-4319.216174066067,-3322.4502150714397,1894.5,3789,0,0,-2325.6842560768127,-4319.216174066067,-3322.4502150714397,0,156099.673,0.0,156099.573,149924.904,6174.216,80.982,0.0,5500,5500,44000,44000,50.77603305785124,77.88719008264462,"[-2325.6842560768127, -4319.216174066067]","[1849, 1940]",125.0,10080.5,479.5,0.0,0.23810461,0.0031250000000000006,0.0003,0.8922575449415793,0.00045821730382158423,3.1680078122764828,0.012531064016123613,0.007294228430557035,1.3844547394663096,0.5
0,0,0,48000,48000,6000,6000,4000,4000,23.149462205191558,23.149462205191558,48000,48000,48000,4000,48000,False,12,default,2026-01-08_11-10-02,1767838202,172.79119181632996,1906.397253036499,48336,DESKTOP-CAER24R,127.0.0.1,1906.397253036499,12,6000,6000,48000,48000,-2325.6842560768127,-4319.216174066067,-3475.5051824649177,1901.6666666666667,5705,0,1,-2325.6842560768127,-4319.216174066067,-3475.5051824649177,1,156204.438,0.0,156204.438,149957.171,6246.814,80.041,0.0,6000,6000,48000,48000,51.07231404958678,76.56694214876033,"[-2325.6842560768127, -4319.216174066067, -3781.615117251873]","[1849, 1940, 1916]",125.0,11040.5,479.5,0.0,0.4642016,0.0031250000000000006,0.0003,1.6842641397379339,-0.0008723325471995243,4.755901649594307,-0.00334940900405248,0.0025162904281649497,1.3856443954010804,0.5
0,0,0,52000,52000,6500,6500,4000,4000,23.237720028644812,23.237720028644812,52000,52000,52000,4000,52000,False,13,default,2026-01-08_11-12-54,1767838374,172.13392686843872,2078.5311799049377,48336,DESKTOP-CAER24R,127.0.0.1,2078.5311799049377,13,6500,6500,52000,52000,-2325.6842560768127,-4319.216174066067,-3475.5051824649177,1901.6666666666667,5705,0,0,-2325.6842560768127,-4319.216174066067,-3475.5051824649177,0,159338.558,0.0,159338.558,153069.296,6268.909,79.759,0.0,6500,6500,52000,52000,50.450413223140494,75.2194214876033,"[-2325.6842560768127, -4319.216174066067, -3781.615117251873]","[1849, 1940, 1916]",125.0,12000.5,479.5,0.0,0.58301514,0.0015625000000000003,0.0003,1.894440001870195,-0.0033143969432179194,5.17978610098362,-0.00023107348630825678,0.004416992825591256,1.3842911244680485,0.5
0,0,0,56000,56000,7000,7000,4000,4000,23.213132529274645,23.213132529274645,56000,56000,56000,4000,56000,False,14,default,2026-01-08_11-15-46,1767838546,172.31725239753723,2250.848432302475,48336,DESKTOP-CAER24R,127.0.0.1,2250.848432302475,14,7000,7000,56000,56000,-2325.6842560768127,-4319.216174066067,-3475.5051824649177,1901.6666666666667,5705,0,0,-2325.6842560768127,-4319.216174066067,-3475.5051824649177,0,159347.746,0.0,159347.746,153057.855,6289.637,79.496,0.0,7000,7000,56000,56000,50.89294605809129,73.84688796680497,"[-2325.6842560768127, -4319.216174066067, -3781.615117251873]","[1849, 1940, 1916]",125.0,12960.5,479.5,0.0,0.63242465,0.0007812500000000002,0.0003,1.9606749099989733,-0.0019540020318042175,5.309529799471298,-0.0036245607460538547,0.0028410647880551558,1.384276412303249,0.5
0,0,0,60000,60000,7500,7500,4000,4000,23.145909747485707,23.145909747485707,60000,60000,60000,4000,60000,False,15,default,2026-01-08_11-18-39,1767838719,172.81671118736267,2423.6651434898376,48336,DESKTOP-CAER24R,127.0.0.1,2423.6651434898376,15,7500,7500,60000,60000,-723.9164552688599,-4319.216174066067,-2787.608000665903,1863.75,7455,0,1,-723.9164552688599,-4319.216174066067,-2787.608000665903,1,159365.043,0.0,159365.043,153088.675,6276.014,79.668,0.0,7500,7500,60000,60000,50.574897119341564,73.55144032921811,"[-2325.6842560768127, -4319.216174066067, -3781.615117251873, -723.9164552688599]","[1849, 1940, 1916, 1750]",125.0,13920.5,479.5,0.0,0.81933457,0.0003906250000000001,0.0003,1.798243876049916,0.0011739381208220343,4.979437059909105,0.018825425021350383,0.0016962198348077588,1.3852985013276338,0.5
0,0,0,64000,64000,8000,8000,4000,4000,23.158053410579075,23.158053410579075,64000,64000,64000,4000,64000,False,16,default,2026-01-08_11-21-32,1767838892,172.72608923912048,2596.391232728958,48336,DESKTOP-CAER24R,127.0.0.1,2596.391232728958,16,8000,8000,64000,64000,-723.9164552688599,-4319.216174066067,-2787.608000665903,1863.75,7455,0,0,-723.9164552688599,-4319.216174066067,-2787.608000665903,0,161110.664,0.0,161110.664,154789.72,6320.62,79.106,0.0,8000,8000,64000,64000,50.94421487603306,72.91198347107436,"[-2325.6842560768127, -4319.216174066067, -3781.615117251873, -723.9164552688599]","[1849, 1940, 1916, 1750]",125.0,14880.5,479.5,0.0,1.4080765,0.00019531250000000004,0.0003,1.8817344766110182,-0.0032920948123016085,5.154279584685962,0.019199944225450356,0.0035883333108472472,1.3842278198649487,0.5
0,0,0,68000,68000,8500,8500,4000,4000,23.181075403262238,23.181075403262238,68000,68000,68000,4000,68000,False,17,default,2026-01-08_11-24-24,1767839064,172.55508375167847,2768.9463164806366,48336,DESKTOP-CAER24R,127.0.0.1,2768.9463164806366,17,8500,8500,68000,68000,-723.9164552688599,-4319.216174066067,-2787.608000665903,1863.75,7455,0,0,-723.9164552688599,-4319.216174066067,-2787.608000665903,0,161166.559,0.0,161166.559,154791.665,6374.67,78.435,0.0,8500,8500,68000,68000,50.12438016528926,72.83347107438017,"[-2325.6842560768127, -4319.216174066067, -3781.615117251873, -723.9164552688599]","[1849, 1940, 1916, 1750]",125.0,15840.5,479.5,0.0,1.2224648,9.765625000000002e-05,0.0003,1.7227692854280272,-3.976005949274016e-05,4.829099468886852,0.006941730280717214,0.0024106824297857933,1.3834818579256534,0.5
0,0,0,72000,72000,9000,9000,4000,4000,24.083404903634488,24.083404903634488,72000,72000,72000,4000,72000,False,18,default,2026-01-08_11-27-11,1767839231,166.0894718170166,2935.035788297653,48336,DESKTOP-CAER24R,127.0.0.1,2935.035788297653,18,9000,9000,72000,72000,-723.9164552688599,-4319.216174066067,-2787.608000665903,1863.75,7455,0,0,-723.9164552688599,-4319.216174066067,-2787.608000665903,0,170453.38,0.0,170453.38,164108.909,6344.302,78.811,0.0,9000,9000,72000,72000,56.654077253218894,78.39570815450644,"[-2325.6842560768127, -4319.216174066067, -3781.615117251873, -723.9164552688599]","[1849, 1940, 1916, 1750]",125.0,16800.5,479.5,0.0,1.1520727,4.882812500000001e-05,0.0003,2.0323421777536472,-0.004284621614594168,5.456874607503414,0.0024484770993391672,0.0037018034368362113,1.3836214166134595,0.5
0,0,0,76000,76000,9500,9500,4000,4000,23.36797913965674,23.36797913965674,76000,76000,76000,4000,76000,False,19,default,2026-01-08_11-30-02,1767839402,171.17440819740295,3106.210196495056,48336,DESKTOP-CAER24R,127.0.0.1,3106.210196495056,19,9500,9500,76000,76000,-723.9164552688599,-4319.216174066067,-2524.7167596101763,1840.8,9204,0,1,-723.9164552688599,-4319.216174066067,-2524.7167596101763,1,171726.091,0.0,171726.091,165349.12,6376.801,78.409,0.0,9500,9500,76000,76000,52.73458333333333,80.12958333333333,"[-2325.6842560768127, -4319.216174066067, -3781.615117251873, -723.9164552688599, -1473.151795387268]","[1849, 1940, 1916, 1750, 1749]",125.0,17760.5,479.5,0.0,0.511891,2.4414062500000005e-05,0.0003,1.14959736361634,-0.0037915404706533686,3.6913746796548366,0.03692447692155838,0.001467113448315599,1.3845969139287868,0.5
0,0,0,80000,80000,10000,10000,4000,4000,23.37019484989329,23.37019484989329,80000,80000,80000,4000,80000,False,20,default,2026-01-08_11-32-53,1767839573,171.1581792831421,3277.3683757781982,48336,DESKTOP-CAER24R,127.0.0.1,3277.3683757781982,20,10000,10000,80000,80000,-723.9164552688599,-4319.216174066067,-2524.7167596101763,1840.8,9204,0,0,-723.9164552688599,-4319.216174066067,-2524.7167596101763,0,171627.942,0.0,171627.942,165202.027,6425.642,77.813,0.0,10000,10000,80000,80000,52.317427385892124,80.61659751037344,"[-2325.6842560768127, -4319.216174066067, -3781.615117251873, -723.9164552688599, -1473.151795387268]","[1849, 1940, 1916, 1750, 1749]",125.0,18720.5,479.5,0.0,1.0546081,1.2207031250000002e-05,0.0003,2.034537481764952,-0.0009957050101850958,5.455309361467759,0.0029319417973359425,0.0023091669638227647,1.3842429942140977,0.5
0,0,0,84000,84000,10500,10500,4000,4000,23.16888221734084,23.16888221734084,84000,84000,84000,4000,84000,False,21,default,2026-01-08_11-35-46,1767839746,172.64635133743286,3450.014727115631,48336,DESKTOP-CAER24R,127.0.0.1,3450.014727115631,21,10500,10500,84000,84000,-723.9164552688599,-4319.216174066067,-2524.7167596101763,1840.8,9204,0,0,-723.9164552688599,-4319.216174066067,-2524.7167596101763,0,171640.514,0.0,171640.514,165202.409,6437.832,77.666,0.0,10500,10500,84000,84000,51.48429752066116,77.5690082644628,"[-2325.6842560768127, -4319.216174066067, -3781.615117251873, -723.9164552688599, -1473.151795387268]","[1849, 1940, 1916, 1750, 1749]",125.0,19680.5,479.5,0.0,0.61393243,6.103515625000001e-06,0.0003,1.844922906284531,-0.00442576211571577,5.082760359098514,0.010090828003982703,0.0031330224827435327,1.3840630166232586,0.5
0,0,0,88000,88000,11000,11000,4000,4000,23.125021082857288,23.125021082857288,88000,88000,88000,4000,88000,False,22,default,2026-01-08_11-38-39,1767839919,172.97281527519226,3622.9875423908234,48336,DESKTOP-CAER24R,127.0.0.1,3622.9875423908234,22,11000,11000,88000,88000,-87.8082640171051,-4319.216174066067,-2118.5653436779976,1826.6666666666667,10960,0,1,-87.8082640171051,-4319.216174066067,-2118.5653436779976,1,171658.776,0.0,171658.776,165202.607,6455.796,77.45,0.0,11000,11000,88000,88000,51.21111111111111,76.63456790123459,"[-2325.6842560768127, -4319.216174066067, -3781.615117251873, -723.9164552688599, -1473.151795387268, -87.8082640171051]","[1849, 1940, 1916, 1750, 1749, 1756]",125.0,20640.5,479.5,0.0,0.6980727,3.0517578125000006e-06,0.0003,1.7169607425729434,-0.0031075568995826567,4.823360456277927,-0.000719453642765681,0.003814020250434371,1.3832238520185152,0.5
0,0,0,92000,92000,11500,11500,4000,4000,23.204767666503255,23.204767666503255,92000,92000,92000,4000,92000,False,23,default,2026-01-08_11-41-31,1767840091,172.3793706893921,3795.3669130802155,48336,DESKTOP-CAER24R,127.0.0.1,3795.3669130802155,23,11500,11500,92000,92000,-87.8082640171051,-4319.216174066067,-2118.5653436779976,1826.6666666666667,10960,0,0,-87.8082640171051,-4319.216174066067,-2118.5653436779976,0,171683.22,0.0,171683.22,165202.771,6480.076,77.16,0.0,11500,11500,92000,92000,52.95289256198347,76.39504132231404,"[-2325.6842560768127, -4319.216174066067, -3781.615117251873, -723.9164552688599, -1473.151795387268, -87.8082640171051]","[1849, 1940, 1916, 1750, 1749, 1756]",125.0,21600.5,479.5,0.0,0.87027234,1.5258789062500003e-06,0.0003,2.0699715613077085,-0.001941286417665348,5.52874127527078,0.01866243879000346,0.004367857460949987,1.384915570045511,0.5
0,0,0,96000,96000,12000,12000,4000,4000,23.139831456393317,23.139831456393317,96000,96000,96000,4000,96000,False,24,default,2026-01-08_11-44-24,1767840264,172.8621060848236,3968.229019165039,48336,DESKTOP-CAER24R,127.0.0.1,3968.229019165039,24,12000,12000,96000,96000,-87.8082640171051,-4319.216174066067,-2118.5653436779976,1826.6666666666667,10960,0,0,-87.8082640171051,-4319.216174066067,-2118.5653436779976,0,171737.806,0.0,171737.806,165201.803,6535.63,76.504,0.0,12000,12000,96000,96000,53.56198347107438,77.13223140495869,"[-2325.6842560768127, -4319.216174066067, -3781.615117251873, -723.9164552688599, -1473.151795387268, -87.8082640171051]","[1849, 1940, 1916, 1750, 1749, 1756]",125.0,22560.5,479.5,0.0,1.6630721,7.629394531250001e-07,0.0003,1.730303350587686,-0.003073313923960086,4.851461712270975,0.025817336204151314,0.0033123913655506076,1.3847083712617556,0.5
0,0,0,100000,100000,12500,12500,4000,4000,23.193181073025308,23.193181073025308,100000,100000,100000,4000,100000,False,25,default,2026-01-08_11-47-17,1767840437,172.4654824733734,4140.6945016384125,48336,DESKTOP-CAER24R,127.0.0.1,4140.6945016384125,25,12500,12500,100000,100000,-87.8082640171051,-4319.216174066067,-2118.5653436779976,1826.6666666666667,10960,0,0,-87.8082640171051,-4319.216174066067,-2118.5653436779976,0,171702.583,0.0,171702.583,165168.766,6533.544,76.528,0.0,12500,12500,100000,100000,53.51239669421488,77.38760330578513,"[-2325.6842560768127, -4319.216174066067, -3781.615117251873, -723.9164552688599, -1473.151795387268, -87.8082640171051]","[1849, 1940, 1916, 1750, 1749, 1756]",125.0,23520.5,479.5,0.0,0.6404529,3.814697265625001e-07,0.0003,1.4062516009435058,-0.0015729299035835236,4.2008890454967815,0.014850031211972236,0.0026529992373978467,1.3852399883170923,0.5
0,0,0,104000,104000,13000,13000,4000,4000,22.999400138347486,22.999400138347486,104000,104000,104000,4000,104000,False,26,default,2026-01-08_11-50-10,1767840610,173.91757941246033,4314.612081050873,48336,DESKTOP-CAER24R,127.0.0.1,4314.612081050873,26,13000,13000,104000,104000,-87.8082640171051,-4319.216174066067,-1912.9670001608986,1812.7142857142858,12689,0,1,-87.8082640171051,-4319.216174066067,-1912.9670001608986,1,171821.732,0.0,171821.732,165200.918,6620.557,75.522,0.0,13000,13000,104000,104000,55.30367346938776,77.96897959183674,"[-2325.6842560768127, -4319.216174066067, -3781.615117251873, -723.9164552688599, -1473.151795387268, -87.8082640171051, -679.3769390583038]","[1849, 1940, 1916, 1750, 1749, 1756, 1729]",125.0,24480.5,479.5,0.0,0.6102698,1.9073486328125004e-07,0.0003,1.5228048528234164,-0.002806723934675877,4.436005426694949,0.017412401859958966,0.0011825840876900297,1.3847822720805805,0.5
0,0,0,108000,108000,13500,13500,4000,4000,23.245784359509038,23.245784359509038,108000,108000,108000,4000,108000,False,27,default,2026-01-08_11-53-03,1767840783,172.07474207878113,4486.686823129654,48336,DESKTOP-CAER24R,127.0.0.1,4486.686823129654,27,13500,13500,108000,108000,-87.8082640171051,-4319.216174066067,-1912.9670001608986,1812.7142857142858,12689,0,0,-87.8082640171051,-4319.216174066067,-1912.9670001608986,0,171773.751,0.0,171773.698,165199.583,6573.859,76.059,0.0,13500,13500,108000,108000,53.69004149377593,78.70995850622405,"[-2325.6842560768127, -4319.216174066067, -3781.615117251873, -723.9164552688599, -1473.151795387268, -87.8082640171051, -679.3769390583038]","[1849, 1940, 1916, 1750, 1749, 1756, 1729]",125.0,25440.5,479.5,0.0,0.34162095,9.536743164062502e-08,0.0003,0.8626529048352192,0.0005254545064720636,3.109059516588847,0.0020854491119583446,0.0009601260107408277,1.3848046147574982,0.5
0,0,0,112000,112000,14000,14000,4000,4000,23.173731749531306,23.173731749531306,112000,112000,112000,4000,112000,False,28,default,2026-01-08_11-55-55,1767840955,172.60923027992249,4659.296053409576,48336,DESKTOP-CAER24R,127.0.0.1,4659.296053409576,28,14000,14000,112000,112000,-87.8082640171051,-4319.216174066067,-1912.9670001608986,1812.7142857142858,12689,0,0,-87.8082640171051,-4319.216174066067,-1912.9670001608986,0,172425.727,0.0,172425.674,165845.559,6579.859,75.989,0.0,14000,14000,112000,112000,54.726859504132236,77.32727272727271,"[-2325.6842560768127, -4319.216174066067, -3781.615117251873, -723.9164552688599, -1473.151795387268, -87.8082640171051, -679.3769390583038]","[1849, 1940, 1916, 1750, 1749, 1756, 1729]",125.0,26400.5,479.5,0.0,0.5690786,4.768371582031251e-08,0.0003,1.91910041552037,-0.0034009480608801824,5.229932703574499,-1.940081516901652e-05,0.0030653599014634973,1.3849299735079208,0.5
